CHROM,POS,src,TYPE,start,stop,ID,POSITION
2,455662,Monroe et al 2022 (EU lines),INDEL,455662,455662,2742,455662
2,509829,Lu et al 2021,SBS,509829,509829,2743,509829
2,523008,Yang et al 2015,SBS,523008,523008,2744,523008
2,528552,Zhu et al 2021,SBS,528552,528552,2745,528552
2,533905,Monroe et al 2022 (EU lines),INDEL,533905,533905,2746,533905
2,571969,Willing et al 2016,SBS,571969,571969,2747,571969
2,575128,Jiang et al 2014,SBS,575128,575128,2748,575128
2,576931,Weng et al 2019,SBS,576931,576931,2749,576931
2,588074,Zhu et al 2021,INDEL,588074,588074,2750,588074
2,600769,Weng et al 2019,SBS,600769,600769,2751,600769
2,602407,Lu et al 2021,SBS,602407,602407,2752,602407
2,624473,Monroe et al 2022 (EU lines),INDEL,624473,624473,2753,624473
2,625924,Yang et al 2015,SBS,625924,625924,2754,625924
2,634374,Willing et al 2016,SBS,634374,634374,2755,634374
2,636041,Zhu et al 2021,SBS,636041,636041,2756,636041
2,639620,Weng et al 2019,SBS,639620,639620,2757,639620
2,652416,Weng et al 2019,INDEL,652416,652416,2758,652416
2,665932,Weng et al 2019,INDEL,665932,665932,2759,665932
2,673251,Zhu et al 2021,SBS,673251,673251,2760,673251
2,683661,Belfield et al 2021,INDEL,683661,683661,2761,683661
2,684827,Monroe et al 2022 (EU lines),SBS,684827,684827,2762,684827
2,687037,Monroe et al 2022 (EU lines),SBS,687037,687037,2763,687037
2,700388,Jiang et al 2011,SBS,700388,700388,2764,700388
2,714194,Willing et al 2016,SBS,714194,714194,2765,714194
2,715687,Belfield et al 2021,SBS,715687,715687,2766,715687
2,721671,Willing et al 2016,SBS,721671,721671,2767,721671
2,725400,Monroe et al 2022 (EU lines),INDEL,725400,725400,2768,725400
2,744655,Weng et al 2019,SBS,744655,744655,2769,744655
2,762474,Monroe et al 2022 (EU lines),SBS,762474,762474,2770,762474
2,768813,Monroe et al 2022 (EU lines),SBS,768813,768813,2771,768813
2,768894,Weng et al 2019,SBS,768894,768894,2772,768894
2,782341,Willing et al 2016,SBS,782341,782341,2773,782341
2,791490,Monroe et al 2022 (EU lines),SBS,791490,791490,2774,791490
2,791852,Weng et al 2019,INDEL,791852,791852,2775,791852
2,796061,Weng et al 2019,SBS,796061,796061,2776,796061
2,800174,Monroe et al 2022 (EU lines),SBS,800174,800174,2777,800174
2,802641,Weng et al 2019,SBS,802641,802641,2778,802641
2,818647,Zhu et al 2021,SBS,818647,818647,2779,818647
2,825416,Weng et al 2019,INDEL,825416,825416,2780,825416
2,870579,Monroe et al 2022 (EU lines),SBS,870579,870579,2781,870579
2,894394,Belfield et al 2021,INDEL,894394,894394,2782,894394
2,894550,Weng et al 2019,SBS,894550,894550,2783,894550
2,911760,Willing et al 2016,SBS,911760,911760,2784,911760
2,912368,Willing et al 2016,SBS,912368,912368,2785,912368
2,925899,Monroe et al 2022 (EU lines),INDEL,925899,925899,2786,925899
2,925899,Monroe et al 2022 (EU lines),INDEL,925899,925899,2787,925899
2,925904,Monroe et al 2022 (EU lines),INDEL,925904,925904,2788,925904
2,925904,Monroe et al 2022 (EU lines),INDEL,925904,925904,2789,925904
2,926358,Willing et al 2016,SBS,926358,926358,2790,926358
2,931008,Monroe et al 2022 (EU lines),SBS,931008,931008,2791,931008
2,931631,Monroe et al 2022 (EU lines),INDEL,931631,931631,2792,931631
2,931930,Monroe et al 2022 (EU lines),INDEL,931930,931930,2793,931930
2,934934,Weng et al 2019,SBS,934934,934934,2794,934934
2,945764,Lu et al 2021,INDEL,945764,945764,2795,945764
2,956399,Willing et al 2016,SBS,956399,956399,2796,956399
2,983668,Zhu et al 2021,SBS,983668,983668,2797,983668
2,983668,Zhu et al 2021,SBS,983668,983668,2798,983668
2,992669,Monroe et al 2022 (EU lines),INDEL,992669,992669,2799,992669
2,1005435,Weng et al 2019,SBS,1005435,1005435,2800,1005435
2,1048758,Willing et al 2016,SBS,1048758,1048758,2801,1048758
2,1084434,Willing et al 2016,SBS,1084434,1084434,2802,1084434
2,1135101,Lu et al 2021,SBS,1135101,1135101,2803,1135101
2,1145108,Monroe et al 2022 (EU lines),INDEL,1145108,1145108,2804,1145108
2,1146895,Monroe et al 2022 (EU lines),SBS,1146895,1146895,2805,1146895
2,1154835,Willing et al 2016,SBS,1154835,1154835,2806,1154835
2,1155020,Monroe et al 2022 (EU lines),SBS,1155020,1155020,2807,1155020
2,1160684,Weng et al 2019,SBS,1160684,1160684,2808,1160684
2,1173937,Zhu et al 2021,SBS,1173937,1173937,2809,1173937
2,1173937,Zhu et al 2021,SBS,1173937,1173937,2810,1173937
2,1173937,Zhu et al 2021,SBS,1173937,1173937,2811,1173937
2,1173937,Zhu et al 2021,SBS,1173937,1173937,2812,1173937
2,1174389,Zhu et al 2021,SBS,1174389,1174389,2813,1174389
2,1174389,Zhu et al 2021,SBS,1174389,1174389,2814,1174389
2,1198606,Monroe et al 2022 (EU lines),INDEL,1198606,1198606,2815,1198606
2,1202342,Weng et al 2019,SBS,1202342,1202342,2816,1202342
2,1206059,Weng et al 2019,INDEL,1206059,1206059,2817,1206059
2,1219756,Weng et al 2019,SBS,1219756,1219756,2818,1219756
2,1220067,Weng et al 2019,SBS,1220067,1220067,2819,1220067
2,1220068,Weng et al 2019,SBS,1220068,1220068,2820,1220068
2,1220092,Weng et al 2019,INDEL,1220092,1220092,2821,1220092
2,1241317,Willing et al 2016,SBS,1241317,1241317,2822,1241317
2,1244663,Weng et al 2019,SBS,1244663,1244663,2823,1244663
2,1264546,Willing et al 2016,SBS,1264546,1264546,2824,1264546
2,1267086,Willing et al 2016,SBS,1267086,1267086,2825,1267086
2,1273005,Monroe et al 2022 (EU lines),INDEL,1273005,1273005,2826,1273005
2,1280434,Weng et al 2019,INDEL,1280434,1280434,2827,1280434
2,1287074,Willing et al 2016,SBS,1287074,1287074,2828,1287074
2,1300410,Monroe et al 2022 (EU lines),SBS,1300410,1300410,2829,1300410
2,1307485,Zhu et al 2021,INDEL,1307485,1307485,2830,1307485
2,1338226,Monroe et al 2022 (EU lines),SBS,1338226,1338226,2831,1338226
2,1338567,Willing et al 2016,SBS,1338567,1338567,2832,1338567
2,1352000,Monroe et al 2022 (EU lines),SBS,1352000,1352000,2833,1352000
2,1352928,Willing et al 2016,SBS,1352928,1352928,2834,1352928
2,1359690,Willing et al 2016,SBS,1359690,1359690,2835,1359690
2,1359789,Monroe et al 2022 (EU lines),SBS,1359789,1359789,2836,1359789
2,1371495,Weng et al 2019,INDEL,1371495,1371495,2837,1371495
2,1373303,Weng et al 2019,SBS,1373303,1373303,2838,1373303
2,1383444,Monroe et al 2022 (EU lines),INDEL,1383444,1383444,2839,1383444
2,1398121,Willing et al 2016,SBS,1398121,1398121,2840,1398121
2,1398560,Willing et al 2016,SBS,1398560,1398560,2841,1398560
2,1398942,Willing et al 2016,SBS,1398942,1398942,2842,1398942
2,1399958,Monroe et al 2022 (EU lines),SBS,1399958,1399958,2843,1399958
2,1419013,Monroe et al 2022 (EU lines),SBS,1419013,1419013,2844,1419013
2,1423393,Weng et al 2019,SBS,1423393,1423393,2845,1423393
2,1430498,Monroe et al 2022 (EU lines),INDEL,1430498,1430498,2846,1430498
2,1430742,Willing et al 2016,INDEL,1430742,1430742,2847,1430742
2,1439972,Willing et al 2016,SBS,1439972,1439972,2848,1439972
2,1458181,Willing et al 2016,SBS,1458181,1458181,2849,1458181
2,1461006,Willing et al 2016,SBS,1461006,1461006,2850,1461006
2,1482463,Monroe et al 2022 (EU lines),INDEL,1482463,1482463,2851,1482463
2,1488465,Weng et al 2019,SBS,1488465,1488465,2852,1488465
2,1490019,Monroe et al 2022 (EU lines),SBS,1490019,1490019,2853,1490019
2,1512846,Monroe et al 2022 (EU lines),INDEL,1512846,1512846,2854,1512846
2,1535094,Weng et al 2019,INDEL,1535094,1535094,2855,1535094
2,1547512,Willing et al 2016,SBS,1547512,1547512,2856,1547512
2,1549349,Willing et al 2016,SBS,1549349,1549349,2857,1549349
2,1558257,Willing et al 2016,SBS,1558257,1558257,2858,1558257
2,1567898,Yang et al 2015,SBS,1567898,1567898,2859,1567898
2,1582821,Zhu et al 2021,SBS,1582821,1582821,2860,1582821
2,1596834,Monroe et al 2022 (EU lines),INDEL,1596834,1596834,2861,1596834
2,1596834,Monroe et al 2022 (EU lines),INDEL,1596834,1596834,2862,1596834
2,1618349,Monroe et al 2022 (EU lines),SBS,1618349,1618349,2863,1618349
2,1624617,Monroe et al 2022 (EU lines),SBS,1624617,1624617,2864,1624617
2,1630554,Zhu et al 2021,SBS,1630554,1630554,2865,1630554
2,1634955,Zhu et al 2021,SBS,1634955,1634955,2866,1634955
2,1634955,Zhu et al 2021,SBS,1634955,1634955,2867,1634955
2,1650999,Zhu et al 2021,SBS,1650999,1650999,2868,1650999
2,1655353,Weng et al 2019,INDEL,1655353,1655353,2869,1655353
2,1655747,Lu et al 2021,INDEL,1655747,1655747,2870,1655747
2,1664191,Belfield et al 2021,INDEL,1664191,1664191,2871,1664191
2,1673017,Monroe et al 2022 (EU lines),SBS,1673017,1673017,2872,1673017
2,1673018,Monroe et al 2022 (EU lines),SBS,1673018,1673018,2873,1673018
2,1673019,Monroe et al 2022 (EU lines),SBS,1673019,1673019,2874,1673019
2,1679808,Monroe et al 2022 (EU lines),SBS,1679808,1679808,2875,1679808
2,1688679,Monroe et al 2022 (EU lines),SBS,1688679,1688679,2876,1688679
2,1701546,Monroe et al 2022 (EU lines),SBS,1701546,1701546,2877,1701546
2,1709602,Willing et al 2016,SBS,1709602,1709602,2878,1709602
2,1713453,Willing et al 2016,SBS,1713453,1713453,2879,1713453
2,1715139,Monroe et al 2022 (EU lines),SBS,1715139,1715139,2880,1715139
2,1718367,Yang et al 2015,SBS,1718367,1718367,2881,1718367
2,1735972,Weng et al 2019,SBS,1735972,1735972,2882,1735972
2,1742637,Willing et al 2016,SBS,1742637,1742637,2883,1742637
2,1761184,Lu et al 2021,INDEL,1761184,1761184,2884,1761184
2,1761216,Monroe et al 2022 (EU lines),SBS,1761216,1761216,2885,1761216
2,1765034,Willing et al 2016,SBS,1765034,1765034,2886,1765034
2,1765761,Willing et al 2016,SBS,1765761,1765761,2887,1765761
2,1769570,Zhu et al 2021,SBS,1769570,1769570,2888,1769570
2,1772586,Monroe et al 2022 (EU lines),SBS,1772586,1772586,2889,1772586
2,1775264,Willing et al 2016,SBS,1775264,1775264,2890,1775264
2,1790292,Zhu et al 2021,SBS,1790292,1790292,2891,1790292
2,1790292,Zhu et al 2021,SBS,1790292,1790292,2892,1790292
2,1790292,Zhu et al 2021,SBS,1790292,1790292,2893,1790292
2,1799018,Willing et al 2016,SBS,1799018,1799018,2894,1799018
2,1802872,Weng et al 2019,SBS,1802872,1802872,2895,1802872
2,1809036,Willing et al 2016,SBS,1809036,1809036,2896,1809036
2,1811038,Jiang et al 2014,SBS,1811038,1811038,2897,1811038
2,1811568,Zhu et al 2021,SBS,1811568,1811568,2898,1811568
2,1812172,Zhu et al 2021,SBS,1812172,1812172,2899,1812172
2,1814387,Willing et al 2016,SBS,1814387,1814387,2900,1814387
2,1814465,Jiang et al 2014,SBS,1814465,1814465,2901,1814465
2,1814654,Willing et al 2016,SBS,1814654,1814654,2902,1814654
2,1815299,Weng et al 2019,SBS,1815299,1815299,2903,1815299
2,1822345,Weng et al 2019,SBS,1822345,1822345,2904,1822345
2,1831862,Weng et al 2019,SBS,1831862,1831862,2905,1831862
2,1831930,Monroe et al 2022 (EU lines),SBS,1831930,1831930,2906,1831930
2,1832065,Zhu et al 2021,SBS,1832065,1832065,2907,1832065
2,1850890,Monroe et al 2022 (EU lines),INDEL,1850890,1850890,2908,1850890
2,1856630,Weng et al 2019,SBS,1856630,1856630,2909,1856630
2,1869042,Monroe et al 2022 (EU lines),SBS,1869042,1869042,2910,1869042
2,1889313,Monroe et al 2022 (EU lines),INDEL,1889313,1889313,2911,1889313
2,1892909,Monroe et al 2022 (EU lines),SBS,1892909,1892909,2912,1892909
2,1899318,Weng et al 2019,SBS,1899318,1899318,2913,1899318
2,1910703,Willing et al 2016,SBS,1910703,1910703,2914,1910703
2,1923665,Monroe et al 2022 (EU lines),SBS,1923665,1923665,2915,1923665
2,1923667,Monroe et al 2022 (EU lines),INDEL,1923667,1923667,2916,1923667
2,1923679,Monroe et al 2022 (EU lines),INDEL,1923679,1923679,2917,1923679
2,1925905,Weng et al 2019,SBS,1925905,1925905,2918,1925905
2,1927491,Monroe et al 2022 (EU lines),SBS,1927491,1927491,2919,1927491
2,1972699,Willing et al 2016,SBS,1972699,1972699,2920,1972699
2,1973534,Monroe et al 2022 (EU lines),INDEL,1973534,1973534,2921,1973534
2,1973542,Monroe et al 2022 (EU lines),SBS,1973542,1973542,2922,1973542
2,1973553,Monroe et al 2022 (EU lines),INDEL,1973553,1973553,2923,1973553
2,1973557,Monroe et al 2022 (EU lines),INDEL,1973557,1973557,2924,1973557
2,1973568,Monroe et al 2022 (EU lines),SBS,1973568,1973568,2925,1973568
2,1973571,Monroe et al 2022 (EU lines),SBS,1973571,1973571,2926,1973571
2,1973572,Monroe et al 2022 (EU lines),SBS,1973572,1973572,2927,1973572
2,1973574,Monroe et al 2022 (EU lines),SBS,1973574,1973574,2928,1973574
2,1987168,Willing et al 2016,SBS,1987168,1987168,2929,1987168
2,1997114,Weng et al 2019,SBS,1997114,1997114,2930,1997114
2,1998090,Lu et al 2021,SBS,1998090,1998090,2931,1998090
2,1998798,Weng et al 2019,SBS,1998798,1998798,2932,1998798
2,2000550,Willing et al 2016,SBS,2000550,2000550,2933,2000550
2,2014584,Monroe et al 2022 (EU lines),INDEL,2014584,2014584,2934,2014584
2,2031403,Willing et al 2016,SBS,2031403,2031403,2935,2031403
2,2031495,Zhu et al 2021,SBS,2031495,2031495,2936,2031495
2,2031495,Zhu et al 2021,SBS,2031495,2031495,2937,2031495
2,2031495,Zhu et al 2021,SBS,2031495,2031495,2938,2031495
2,2031495,Zhu et al 2021,SBS,2031495,2031495,2939,2031495
2,2041581,Willing et al 2016,SBS,2041581,2041581,2940,2041581
2,2042257,Zhu et al 2021,SBS,2042257,2042257,2941,2042257
2,2047006,Zhu et al 2021,SBS,2047006,2047006,2942,2047006
2,2057728,Monroe et al 2022 (EU lines),INDEL,2057728,2057728,2943,2057728
2,2058678,Yang et al 2015,SBS,2058678,2058678,2944,2058678
2,2062596,Willing et al 2016,SBS,2062596,2062596,2945,2062596
2,2062597,Willing et al 2016,SBS,2062597,2062597,2946,2062597
2,2065584,Weng et al 2019,SBS,2065584,2065584,2947,2065584
2,2109220,Monroe et al 2022 (EU lines),SBS,2109220,2109220,2948,2109220
2,2110929,Weng et al 2019,SBS,2110929,2110929,2949,2110929
2,2130723,Monroe et al 2022 (EU lines),SBS,2130723,2130723,2950,2130723
2,2131706,Weng et al 2019,SBS,2131706,2131706,2951,2131706
2,2133837,Willing et al 2016,SBS,2133837,2133837,2952,2133837
2,2149973,Willing et al 2016,SBS,2149973,2149973,2953,2149973
2,2150298,Willing et al 2016,SBS,2150298,2150298,2954,2150298
2,2160103,Willing et al 2016,SBS,2160103,2160103,2955,2160103
2,2170389,Monroe et al 2022 (EU lines),SBS,2170389,2170389,2956,2170389
2,2177442,Willing et al 2016,SBS,2177442,2177442,2957,2177442
2,2189415,Willing et al 2016,SBS,2189415,2189415,2958,2189415
2,2197858,Weng et al 2019,SBS,2197858,2197858,2959,2197858
2,2212722,Weng et al 2019,SBS,2212722,2212722,2960,2212722
2,2214876,Weng et al 2019,INDEL,2214876,2214876,2961,2214876
2,2226226,Willing et al 2016,SBS,2226226,2226226,2962,2226226
2,2226429,Monroe et al 2022 (EU lines),SBS,2226429,2226429,2963,2226429
2,2227013,Belfield et al 2021,INDEL,2227013,2227013,2964,2227013
2,2239439,Lu et al 2021,SBS,2239439,2239439,2965,2239439
2,2242115,Willing et al 2016,SBS,2242115,2242115,2966,2242115
2,2248184,Yang et al 2015,SBS,2248184,2248184,2967,2248184
2,2251651,Willing et al 2016,SBS,2251651,2251651,2968,2251651
2,2275716,Zhu et al 2021,SBS,2275716,2275716,2969,2275716
2,2275736,Willing et al 2016,SBS,2275736,2275736,2970,2275736
2,2281224,Willing et al 2016,SBS,2281224,2281224,2971,2281224
2,2284706,Belfield et al 2021,INDEL,2284706,2284706,2972,2284706
2,2286964,Monroe et al 2022 (EU lines),SBS,2286964,2286964,2973,2286964
2,2293453,Monroe et al 2022 (EU lines),INDEL,2293453,2293453,2974,2293453
2,2295661,Zhu et al 2021,SBS,2295661,2295661,2975,2295661
2,2307307,Weng et al 2019,SBS,2307307,2307307,2976,2307307
2,2312440,Monroe et al 2022 (EU lines),SBS,2312440,2312440,2977,2312440
2,2312442,Monroe et al 2022 (EU lines),SBS,2312442,2312442,2978,2312442
2,2321823,Monroe et al 2022 (EU lines),SBS,2321823,2321823,2979,2321823
2,2347194,Monroe et al 2022 (EU lines),SBS,2347194,2347194,2980,2347194
2,2347194,Monroe et al 2022 (EU lines),SBS,2347194,2347194,2981,2347194
2,2354562,Weng et al 2019,SBS,2354562,2354562,2982,2354562
2,2363801,Zhu et al 2021,SBS,2363801,2363801,2983,2363801
2,2363801,Zhu et al 2021,SBS,2363801,2363801,2984,2363801
2,2366603,Willing et al 2016,SBS,2366603,2366603,2985,2366603
2,2374398,Weng et al 2019,SBS,2374398,2374398,2986,2374398
2,2376910,Willing et al 2016,SBS,2376910,2376910,2987,2376910
2,2381263,Monroe et al 2022 (EU lines),INDEL,2381263,2381263,2988,2381263
2,2386285,Monroe et al 2022 (EU lines),INDEL,2386285,2386285,2989,2386285
2,2390619,Jiang et al 2014,SBS,2390619,2390619,2990,2390619
2,2395133,Willing et al 2016,SBS,2395133,2395133,2991,2395133
2,2402824,Monroe et al 2022 (EU lines),SBS,2402824,2402824,2992,2402824
2,2404590,Willing et al 2016,SBS,2404590,2404590,2993,2404590
2,2419209,Monroe et al 2022 (EU lines),SBS,2419209,2419209,2994,2419209
2,2422913,Willing et al 2016,SBS,2422913,2422913,2995,2422913
2,2423911,Willing et al 2016,SBS,2423911,2423911,2996,2423911
2,2445095,Weng et al 2019,INDEL,2445095,2445095,2997,2445095
2,2460155,Monroe et al 2022 (EU lines),INDEL,2460155,2460155,2998,2460155
2,2471240,Belfield et al 2021,SBS,2471240,2471240,2999,2471240
2,2475475,Zhu et al 2021,SBS,2475475,2475475,3000,2475475
2,2478723,Weng et al 2019,SBS,2478723,2478723,3001,2478723
2,2488473,Zhu et al 2021,SBS,2488473,2488473,3002,2488473
2,2493800,Jiang et al 2011,SBS,2493800,2493800,3003,2493800
2,2499494,Monroe et al 2022 (EU lines),SBS,2499494,2499494,3004,2499494
2,2502501,Monroe et al 2022 (EU lines),SBS,2502501,2502501,3005,2502501
2,2529070,Monroe et al 2022 (EU lines),SBS,2529070,2529070,3006,2529070
2,2529077,Monroe et al 2022 (EU lines),INDEL,2529077,2529077,3007,2529077
2,2529077,Monroe et al 2022 (EU lines),INDEL,2529077,2529077,3008,2529077
2,2531211,Monroe et al 2022 (EU lines),INDEL,2531211,2531211,3009,2531211
2,2539975,Lu et al 2021,SBS,2539975,2539975,3010,2539975
2,2543613,Zhu et al 2021,SBS,2543613,2543613,3011,2543613
2,2561270,Willing et al 2016,SBS,2561270,2561270,3012,2561270
2,2561617,Zhu et al 2021,INDEL,2561617,2561617,3013,2561617
2,2569715,Zhu et al 2021,SBS,2569715,2569715,3014,2569715
2,2569809,Zhu et al 2021,SBS,2569809,2569809,3015,2569809
2,2569809,Zhu et al 2021,SBS,2569809,2569809,3016,2569809
2,2570128,Zhu et al 2021,SBS,2570128,2570128,3017,2570128
2,2570128,Zhu et al 2021,SBS,2570128,2570128,3018,2570128
2,2574811,Monroe et al 2022 (EU lines),SBS,2574811,2574811,3019,2574811
2,2577408,Willing et al 2016,SBS,2577408,2577408,3020,2577408
2,2595696,Jiang et al 2014,SBS,2595696,2595696,3021,2595696
2,2609967,Monroe et al 2022 (EU lines),SBS,2609967,2609967,3022,2609967
2,2616028,Jiang et al 2014,SBS,2616028,2616028,3023,2616028
2,2633485,Willing et al 2016,SBS,2633485,2633485,3024,2633485
2,2638754,Yang et al 2015,SBS,2638754,2638754,3025,2638754
2,2638755,Yang et al 2015,SBS,2638755,2638755,3026,2638755
2,2638757,Yang et al 2015,SBS,2638757,2638757,3027,2638757
2,2639933,Belfield et al 2021,SBS,2639933,2639933,3028,2639933
2,2655035,Weng et al 2019,SBS,2655035,2655035,3029,2655035
2,2669179,Jiang et al 2011,SBS,2669179,2669179,3030,2669179
2,2669902,Jiang et al 2011,SBS,2669902,2669902,3031,2669902
2,2671590,Willing et al 2016,SBS,2671590,2671590,3032,2671590
2,2671590,Willing et al 2016,SBS,2671590,2671590,3033,2671590
2,2673085,Willing et al 2016,SBS,2673085,2673085,3034,2673085
2,2675665,Weng et al 2019,SBS,2675665,2675665,3035,2675665
2,2680867,Yang et al 2015,SBS,2680867,2680867,3036,2680867
2,2684882,Willing et al 2016,SBS,2684882,2684882,3037,2684882
2,2693159,Willing et al 2016,SBS,2693159,2693159,3038,2693159
2,2695627,Monroe et al 2022 (EU lines),SBS,2695627,2695627,3039,2695627
2,2703908,Weng et al 2019,SBS,2703908,2703908,3040,2703908
2,2703913,Weng et al 2019,SBS,2703913,2703913,3041,2703913
2,2723010,Willing et al 2016,SBS,2723010,2723010,3042,2723010
2,2738453,Monroe et al 2022 (EU lines),SBS,2738453,2738453,3043,2738453
2,2740878,Lu et al 2021,SBS,2740878,2740878,3044,2740878
2,2751898,Monroe et al 2022 (EU lines),SBS,2751898,2751898,3045,2751898
2,2759668,Weng et al 2019,SBS,2759668,2759668,3046,2759668
2,2760390,Monroe et al 2022 (EU lines),INDEL,2760390,2760390,3047,2760390
2,2763562,Zhu et al 2021,INDEL,2763562,2763562,3048,2763562
2,2767837,Monroe et al 2022 (EU lines),INDEL,2767837,2767837,3049,2767837
2,2770073,Zhu et al 2021,INDEL,2770073,2770073,3050,2770073
2,2770073,Zhu et al 2021,INDEL,2770073,2770073,3051,2770073
2,2782639,Jiang et al 2014,SBS,2782639,2782639,3052,2782639
2,2797462,Willing et al 2016,SBS,2797462,2797462,3053,2797462
2,2797886,Zhu et al 2021,SBS,2797886,2797886,3054,2797886
2,2797886,Zhu et al 2021,SBS,2797886,2797886,3055,2797886
2,2797886,Zhu et al 2021,SBS,2797886,2797886,3056,2797886
2,2797886,Zhu et al 2021,SBS,2797886,2797886,3057,2797886
2,2800305,Lu et al 2021,SBS,2800305,2800305,3058,2800305
2,2800374,Willing et al 2016,SBS,2800374,2800374,3059,2800374
2,2804422,Monroe et al 2022 (EU lines),SBS,2804422,2804422,3060,2804422
2,2807779,Monroe et al 2022 (EU lines),SBS,2807779,2807779,3061,2807779
2,2818485,Willing et al 2016,SBS,2818485,2818485,3062,2818485
2,2824464,Jiang et al 2014,SBS,2824464,2824464,3063,2824464
2,2826386,Willing et al 2016,SBS,2826386,2826386,3064,2826386
2,2827309,Willing et al 2016,SBS,2827309,2827309,3065,2827309
2,2829472,Zhu et al 2021,SBS,2829472,2829472,3066,2829472
2,2832475,Monroe et al 2022 (EU lines),SBS,2832475,2832475,3067,2832475
2,2834051,Weng et al 2019,SBS,2834051,2834051,3068,2834051
2,2839346,Willing et al 2016,SBS,2839346,2839346,3069,2839346
2,2839360,Willing et al 2016,SBS,2839360,2839360,3070,2839360
2,2840142,Monroe et al 2022 (EU lines),INDEL,2840142,2840142,3071,2840142
2,2868421,Monroe et al 2022 (EU lines),SBS,2868421,2868421,3072,2868421
2,2877529,Weng et al 2019,SBS,2877529,2877529,3073,2877529
2,2885480,Jiang et al 2011,SBS,2885480,2885480,3074,2885480
2,2888460,Weng et al 2019,SBS,2888460,2888460,3075,2888460
2,2888741,Monroe et al 2022 (EU lines),SBS,2888741,2888741,3076,2888741
2,2892605,Monroe et al 2022 (EU lines),SBS,2892605,2892605,3077,2892605
2,2905045,Zhu et al 2021,SBS,2905045,2905045,3078,2905045
2,2905045,Zhu et al 2021,SBS,2905045,2905045,3079,2905045
2,2914574,Monroe et al 2022 (EU lines),INDEL,2914574,2914574,3080,2914574
2,2930759,Monroe et al 2022 (EU lines),INDEL,2930759,2930759,3081,2930759
2,2930773,Monroe et al 2022 (EU lines),SBS,2930773,2930773,3082,2930773
2,2954958,Willing et al 2016,SBS,2954958,2954958,3083,2954958
2,2968931,Monroe et al 2022 (EU lines),SBS,2968931,2968931,3084,2968931
2,2973122,Yang et al 2015,INDEL,2973122,2973122,3085,2973122
2,2983895,Monroe et al 2022 (EU lines),INDEL,2983895,2983895,3086,2983895
2,2983895,Monroe et al 2022 (EU lines),INDEL,2983895,2983895,3087,2983895
2,2984408,Weng et al 2019,SBS,2984408,2984408,3088,2984408
2,2987055,Weng et al 2019,SBS,2987055,2987055,3089,2987055
2,2996289,Monroe et al 2022 (EU lines),SBS,2996289,2996289,3090,2996289
2,2998529,Willing et al 2016,SBS,2998529,2998529,3091,2998529
2,3008624,Willing et al 2016,SBS,3008624,3008624,3092,3008624
2,3016351,Weng et al 2019,SBS,3016351,3016351,3093,3016351
2,3020173,Zhu et al 2021,SBS,3020173,3020173,3094,3020173
2,3026771,Monroe et al 2022 (EU lines),SBS,3026771,3026771,3095,3026771
2,3029039,Zhu et al 2021,SBS,3029039,3029039,3096,3029039
2,3030087,Willing et al 2016,SBS,3030087,3030087,3097,3030087
2,3030921,Weng et al 2019,SBS,3030921,3030921,3098,3030921
2,3035225,Willing et al 2016,SBS,3035225,3035225,3099,3035225
2,3051713,Lu et al 2021,SBS,3051713,3051713,3100,3051713
2,3074422,Willing et al 2016,SBS,3074422,3074422,3101,3074422
2,3085452,Zhu et al 2021,SBS,3085452,3085452,3102,3085452
2,3085490,Willing et al 2016,SBS,3085490,3085490,3103,3085490
2,3086237,Monroe et al 2022 (EU lines),SBS,3086237,3086237,3104,3086237
2,3099622,Willing et al 2016,SBS,3099622,3099622,3105,3099622
2,3115544,Monroe et al 2022 (EU lines),INDEL,3115544,3115544,3106,3115544
2,3139199,Lu et al 2021,SBS,3139199,3139199,3107,3139199
2,3139524,Monroe et al 2022 (EU lines),SBS,3139524,3139524,3108,3139524
2,3150597,Monroe et al 2022 (EU lines),SBS,3150597,3150597,3109,3150597
2,3150640,Zhu et al 2021,SBS,3150640,3150640,3110,3150640
2,3150640,Zhu et al 2021,SBS,3150640,3150640,3111,3150640
2,3150640,Zhu et al 2021,SBS,3150640,3150640,3112,3150640
2,3151463,Willing et al 2016,SBS,3151463,3151463,3113,3151463
2,3163966,Willing et al 2016,SBS,3163966,3163966,3114,3163966
2,3164055,Weng et al 2019,SBS,3164055,3164055,3115,3164055
2,3164132,Willing et al 2016,SBS,3164132,3164132,3116,3164132
2,3172694,Willing et al 2016,SBS,3172694,3172694,3117,3172694
2,3175375,Willing et al 2016,SBS,3175375,3175375,3118,3175375
2,3179661,Belfield et al 2021,SBS,3179661,3179661,3119,3179661
2,3186330,Weng et al 2019,INDEL,3186330,3186330,3120,3186330
2,3188147,Weng et al 2019,SBS,3188147,3188147,3121,3188147
2,3190482,Willing et al 2016,SBS,3190482,3190482,3122,3190482
2,3193168,Willing et al 2016,SBS,3193168,3193168,3123,3193168
2,3198982,Monroe et al 2022 (EU lines),SBS,3198982,3198982,3124,3198982
2,3203563,Weng et al 2019,SBS,3203563,3203563,3125,3203563
2,3210555,Zhu et al 2021,SBS,3210555,3210555,3126,3210555
2,3211692,Weng et al 2019,INDEL,3211692,3211692,3127,3211692
2,3219008,Monroe et al 2022 (EU lines),SBS,3219008,3219008,3128,3219008
2,3219010,Monroe et al 2022 (EU lines),INDEL,3219010,3219010,3129,3219010
